date,equity,cash,regime,active
2019-11-19,187525.4220945649,187525.4220945649,BULL,longbyungi
2019-11-20,181193.2496903554,-2.9103830456733704e-11,BULL,longbyungi
2019-11-21,178389.42024369875,178389.42024369875,BULL,longbyungi
2019-11-22,178389.42024369875,178389.42024369875,BULL,longbyungi
2019-11-25,182942.146190133,2.9103830456733704e-11,BULL,longbyungi
2019-11-26,181853.05280604042,181853.05280604042,BULL,longbyungi
2019-11-27,181853.05280604042,181853.05280604042,BULL,longbyungi
2019-11-29,181853.05280604042,181853.05280604042,BULL,longbyungi
2019-12-02,181853.05280604042,181853.05280604042,BULL,longbyungi
2019-12-03,183295.92069917056,-2.9103830456733704e-11,BULL,longbyungi
2019-12-04,191271.85074198578,191271.85074198578,BULL,longbyungi
2019-12-05,191271.85074198578,191271.85074198578,BULL,longbyungi
2019-12-06,190539.23991832207,0.0,BULL,longbyungi
2019-12-09,190377.31490875848,190377.31490875848,BULL,longbyungi
2019-12-10,187009.8046529786,0.0,BULL,longbyungi
2019-12-11,195993.25604219944,-2.9103830456733704e-11,BULL,longbyungi
2019-12-12,208408.38953410182,0.0,BULL,longbyungi
2019-12-13,201607.58105143794,0.0,BULL,longbyungi
2019-12-16,203918.05154238472,0.0,BULL,longbyungi
2019-12-17,206877.9716062762,206877.9716062762,BULL,longbyungi
2019-12-18,206877.9716062762,206877.9716062762,BULL,longbyungi
2019-12-19,206877.9716062762,206877.9716062762,BULL,longbyungi
2019-12-20,206688.70245113078,0.0,BULL,longbyungi
2019-12-23,211286.93692343085,211286.93692343085,BULL,longbyungi
2019-12-24,211286.93692343085,211286.93692343085,BULL,longbyungi
2019-12-26,211286.93692343085,211286.93692343085,BULL,longbyungi
2019-12-27,211286.93692343085,211286.93692343085,BULL,longbyungi
2019-12-30,211286.93692343085,211286.93692343085,BULL,longbyungi
2019-12-31,212693.16773334693,2.9103830456733704e-11,BULL,longbyungi
2020-01-02,222241.03011603592,2.9103830456733704e-11,BULL,longbyungi
2020-01-03,206778.06633169195,0.0,BULL,longbyungi
2020-01-06,198987.2460538685,198987.2460538685,BULL,longbyungi
2020-01-07,199541.32291779347,-2.9103830456733704e-11,BULL,longbyungi
2020-01-08,196691.20885678325,0.0,BULL,longbyungi
2020-01-09,203601.53930576975,203601.53930576975,BULL,longbyungi
2020-01-10,203601.53930576975,203601.53930576975,BULL,longbyungi
2020-01-13,203887.19501852212,0.0,BULL,longbyungi
2020-01-14,201824.6140827239,2.9103830456733704e-11,BULL,longbyungi
2020-01-15,201556.99516426236,201556.99516426236,BULL,longbyungi
2020-01-16,203326.29086544845,0.0,BULL,longbyungi
2020-01-17,205763.46836614626,205763.46836614626,BULL,longbyungi
2020-01-21,204722.5009203826,0.0,BULL,longbyungi
2020-01-22,206159.53320214347,0.0,BULL,longbyungi
2020-01-23,208371.54407085615,208371.54407085615,BULL,longbyungi
2020-01-24,208371.54407085615,208371.54407085615,BULL,longbyungi
2020-01-27,208371.54407085615,208371.54407085615,BULL,longbyungi
2020-01-28,211680.07872349824,0.0,BULL,longbyungi
2020-01-29,209144.4253087749,209144.4253087749,BULL,longbyungi
2020-01-30,209305.94021480437,-2.9103830456733704e-11,BULL,longbyungi
