n_slots,h_lb,h_yb,h_gb,cagr,mdd,calmar,sharpe,vol,final
14,14,3,3,0.3989829221357315,-0.24128174354024334,1.653597641833955,1.4461004152773713,0.2553644323676267,1449804.8202947304
14,14,3,7,0.40244242555264753,-0.24145677538999144,1.66672658036884,1.4471169634342165,0.2572237174850258,1478605.7421459982
14,14,3,14,0.430175537221698,-0.24636957384006364,1.7460578857881053,1.488240859770319,0.26457723741884426,1728160.74224485
14,14,3,30,0.42868474990861416,-0.23679934174359196,1.81032914514094,1.4731611390546464,0.26700570078758173,1713865.6162632632
14,14,7,3,0.416071270109156,-0.24298719342476738,1.7123176914999767,1.4171605199711548,0.2723199458764187,1596994.657608116
14,14,7,7,0.4198741613074477,-0.24309486745191455,1.7272029052217692,1.4193474900198964,0.2741425060024065,1631473.2678212463
14,14,7,14,0.44657753686143686,-0.24748476384641926,1.8044647675303676,1.4583121997962118,0.2808971772753835,1892460.5848967202
14,14,7,30,0.4447962320935974,-0.2382118110503938,1.8672299670292192,1.4440881502643186,0.28325268829746486,1873980.0225006728
14,14,14,3,0.48816576536505063,-0.2495710234757449,1.956019407086713,1.4939355207010954,0.29609279965649077,2371731.166499576
14,14,14,7,0.49251945530537555,-0.24808530870776146,1.9852826347147854,1.496397446950246,0.29791969824373715,2427559.2381585957
14,14,14,14,0.5184827687769968,-0.24857962886430562,2.085781409948221,1.5314971647163156,0.30346733543828586,2784980.723465247
14,14,14,30,0.5189829848564347,-0.2448249924318524,2.1198121143653044,1.5182122559800753,0.3070094659936257,2792295.8474365724
14,14,30,3,0.6178866892622175,-0.2531565137178644,2.4407299665646143,1.5760230644078645,0.34326647156364165,4614747.278922288
14,14,30,7,0.6229682080366405,-0.25320983051196966,2.460284447791974,1.5795003624935713,0.34484294444495245,4731455.22120365
14,14,30,14,0.6529051803351753,-0.2532428411959078,2.5781782310288097,1.6151523125481078,0.3496012806509148,5472876.303122424
14,14,30,30,0.6532744272005111,-0.25384719697672875,2.5734947440069607,1.6029662377570677,0.3531490615699459,5482621.16888882
14,30,3,3,0.8336692964186159,-0.3149813310482814,2.646726057205048,1.667166869135903,0.41701982569515916,12508233.134149099
14,30,3,7,0.8339951749946719,-0.31807367938010467,2.6220188247579905,1.6648108519728355,0.41795812170822016,12525948.618795905
14,30,3,14,0.8703043996933535,-0.3134713918894012,2.7763439414605777,1.702322000481391,0.421051784501915,14642675.74175618
14,30,3,30,0.8556733610157585,-0.3202639397741275,2.671775541196549,1.6586120133893034,0.42956532159812627,13754846.359758059
14,30,7,3,0.8635627241395647,-0.3161256647078724,2.7317071043174295,1.6758744411755853,0.4270828632237779,14227546.665362284
14,30,7,7,0.8641144279629802,-0.3189598054912325,2.7091640171781233,1.6739539016611442,0.42798558697521083,14261127.635670003
14,30,7,14,0.8995317150976279,-0.3147444612122873,2.857974725378618,1.7088936602783493,0.43104520301009797,16567416.394080328
14,30,7,30,0.8845756341330457,-0.3209654712824128,2.7559837841707298,1.6668575020903962,0.4392859489192209,15556545.237767536
14,30,14,3,0.9510799983747324,-0.3128953757471694,3.0396102726146994,1.7290694677331735,0.4450720733496308,20505441.56991082
14,30,14,7,0.9525080096225151,-0.31302901992564525,3.0428744588880843,1.72792524560642,0.44604424138585536,20625277.276226275
14,30,14,14,0.9859701421448235,-0.3129752492685569,3.1503134655187544,1.7584161917397396,0.4486689247552472,23614364.146864157
14,30,14,30,0.9759938495947835,-0.3130551991866105,3.1176414004004416,1.7217523964102355,0.4575923034593376,22685956.20766764
14,30,30,3,1.1107315640492752,-0.3183265888832889,3.4892830283068603,1.782600723178707,0.48669798282905585,38363374.22633311
14,30,30,7,1.1129506379996381,-0.3189436398577066,3.4894899879369583,1.7821314438894593,0.4876932700662082,38685777.471903645
14,30,30,14,1.1508232600593855,-0.31852438199323097,3.6129832600502207,1.812704807749662,0.4898926917830154,44565594.94220513
14,30,30,30,1.140445751976789,-0.32005016257158025,3.5633343936256385,1.780817124264525,0.4982173737612229,42881550.21463574
